company,overall,work-balance,culture,career,benefit,senior-mangemnet,helpful-count,status,dates
google,5,4,5,5,5,5,0,Current Employee ,2016
google,4,4,4,4,5,4,0,Current Employee ,2016
google,4,4,5,4,4,3,0,Current Employee ,2016
google,5,4,5,4,5,5,1,Current Employee ,2016
google,5,4,5,4,5,5,0,Current Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,4,5,4,3,4,3,0,Former Employee ,2016
google,5,5,5,5,5,5,2,Former Employee ,2016
google,4,4,5,4,5,4,1,Former Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,5,2,5,5,5,5,1,Current Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,4,4,5,4,5,5,0,Current Employee ,2016
google,5,5,5,5,5,5,8,Current Employee ,2016
google,5,5,5,5,5,5,1,Current Employee ,2016
google,5,4,5,5,5,4,1,Current Employee ,2016
google,5,5,5,5,5,5,0,Former Employee ,2016
google,5,3,5,3,5,3,0,Current Employee ,2016
google,4,4,3,4,4,3,0,Current Employee ,2016
google,4,3,5,3,5,3,0,Current Employee ,2016
google,5,3,5,4,4,3,0,Current Employee ,2016
google,5,5,5,4,5,4,0,Current Employee ,2016
google,4,3,3,3,4,3,0,Former Employee ,2016
google,5,5,5,5,5,5,0,Former Employee ,2016
google,5,4,5,3,5,5,0,Current Employee ,2016
google,4,3,5,2,4,3,1,Current Employee ,2016
google,1,1,1,1,1,1,13,Former Employee ,2016
google,5,3,4,4,4,4,1,Current Employee ,2016
google,5,4,5,5,5,5,0,Current Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,4,5,4,4,4,3,0,Former Employee ,2016
google,4,1,3,4,4,4,0,Former Employee ,2016
google,5,4,5,5,4,4,0,Former Employee ,2016
google,4,5,4,3,5,3,0,Former Employee ,2016
google,4,4,4,4,3,4,0,Current Employee ,2016
google,5,5,5,5,5,4,0,Former Employee ,2016
google,4,3,3,4,4,4,1,Former Employee ,2016
google,5,5,5,5,5,5,3,Current Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,3,1,2,1,3,1,1,Current Employee ,2016
google,3,4,4,4,4,4,0,Former Employee ,2016
google,5,5,5,5,5,5,0,Former Employee ,2016
google,4,3,5,5,5,4,0,Former Employee ,2016
google,5,5,4,5,5,4,4,Current Employee ,2016
google,5,5,5,5,5,5,1,Former Employee ,2016
google,5,5,5,5,5,4,5,Current Employee ,2016
google,5,2,5,5,4,5,0,Former Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,4,5,4,4,5,4,2,Former Employee ,2016
google,5,5,4,5,5,4,1,Former Employee ,2016
google,4,2,5,5,5,4,1,Current Employee ,2016
google,4,5,4,3,5,4,0,Current Employee ,2016
google,4,5,5,4,4,5,2,Current Employee ,2016
google,5,5,5,5,5,5,1,Current Employee ,2016
google,5,5,5,4,5,5,1,Current Employee ,2016
google,4,4,5,3,5,4,6,Former Employee ,2016
google,4,4,3,3,5,2,0,Current Employee ,2016
google,5,4,5,5,5,3,3,Current Employee ,2016
google,2,4,1,4,3,2,7,Current Employee ,2016
google,4,5,5,4,5,2,1,Former Employee ,2016
google,4,4,4,4,4,4,0,Former Employee ,2016
google,5,4,5,5,5,5,0,Former Employee ,2016
google,4,4,4,4,4,3,0,Former Employee ,2016
google,5,5,5,5,5,5,0,Former Employee ,2016
google,4,3,4,5,5,5,0,Current Employee ,2016
google,4,3,4,3,5,3,4,Former Employee ,2016
google,5,5,5,4,5,4,3,Former Employee ,2016
google,5,5,5,5,5,5,0,Former Employee ,2016
google,4,5,4,4,4,4,0,Current Employee ,2016
google,4,4,5,5,5,4,1,Former Employee ,2016
google,3,3,3,2,4,3,1,Former Employee ,2016
google,5,5,4,5,4,3,0,Current Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,5,5,5,4,5,5,1,Former Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,5,4,5,4,4,5,0,Current Employee ,2016
google,4,4,5,4,5,5,0,Current Employee ,2016
google,4,5,4,2,5,2,0,Current Employee ,2016
google,4,3,4,2,4,3,15,Former Employee ,2016
google,4,5,4,4,4,4,0,Current Employee ,2016
google,4,3,5,5,5,3,3,Current Employee ,2016
google,4,3,3,4,4,4,0,Former Employee ,2016
google,5,5,4,5,5,4,3,Current Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,5,3,4,3,4,3,0,Current Employee ,2016
google,5,4,5,5,5,5,0,Current Employee ,2016
google,5,5,5,4,5,5,1,Current Employee ,2016
google,5,4,5,5,5,4,1,Former Employee ,2016
google,5,5,4,5,5,5,0,Current Employee ,2016
google,5,5,5,4,2,4,0,Former Employee ,2016
google,5,4,5,4,5,4,1,Current Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,4,3,5,3,4,3,0,Current Employee ,2016
google,5,3,5,5,5,4,3,Current Employee ,2016
google,4,4,4,4,4,4,0,Current Employee ,2016
google,4,4,5,4,5,4,0,Current Employee ,2016
google,4,4,4,4,4,4,0,Current Employee ,2016
google,5,5,5,5,5,5,0,Former Employee ,2016
google,5,4,5,4,5,5,1,Current Employee ,2016
google,5,4,5,5,5,4,0,Current Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2016
google,5,5,4,5,5,4,0,Former Employee ,2016
google,5,5,5,4,5,3,0,Current Employee ,2016
google,5,5,4,4,5,3,1,Former Employee ,2016
google,5,5,5,5,5,5,0,Former Employee ,2016
google,5,4,4,5,5,4,2,Former Employee ,2016
google,4,4,4,4,4,4,2,Current Employee ,2016
google,5,3,4,4,4,3,0,Current Employee ,2016
google,4,4,4,4,4,4,0,Current Employee ,2016
google,4,5,5,5,5,5,1,Former Employee ,2016
google,5,5,5,5,5,5,0,Former Employee ,2016
google,5,5,5,5,5,5,0,Former Employee ,2016
google,5,5,4,5,5,4,2,Current Employee ,2016
google,3,3,5,2,5,3,3,Current Employee ,2016
google,4,4,4,4,5,4,0,Former Employee ,2016
google,5,3,4,5,5,4,4,Current Employee ,2016
google,3,2,4,3,4,1,4,Current Employee ,2016
google,5,4,5,5,5,5,0,Current Employee ,2016
google,4,4,4,4,4,4,0,Former Employee ,2016
google,5,5,5,5,5,5,12,Current Employee ,2015
google,5,3,5,5,5,3,0,Current Employee ,2016
google,5,5,4,5,5,3,0,Former Employee ,2016
google,4,4,5,4,5,5,0,Former Employee ,2016
google,4,4,4,4,5,4,3,Current Employee ,2016
google,4,5,3,5,4,3,0,Former Employee ,2016
google,4,2,4,5,5,3,0,Former Employee ,2016
google,5,4,5,4,5,5,0,Former Employee ,2016
google,5,4,5,5,5,4,3,Current Employee ,2016
google,5,4,5,5,4,4,0,Current Employee ,2016
google,4,4,4,4,4,4,0,Former Employee ,2016
google,5,5,5,5,5,5,1,Current Employee ,2016
google,5,5,5,3,5,4,0,Current Employee ,2016
google,4,4,4,4,4,4,0,Former Employee ,2016
google,5,5,5,5,5,5,2,Current Employee ,2016
google,5,5,4,4,5,4,0,Former Employee ,2016
google,5,4,5,5,4,5,0,Current Employee ,2016
google,4,3,5,4,5,3,0,Former Employee ,2016
google,4,3,5,3,4,5,0,Former Employee ,2016
google,4,3,4,4,4,3,0,Current Employee ,2016
google,4,3,4,4,5,4,0,Current Employee ,2016
google,4,2,5,2,3,2,0,Current Employee ,2016
google,5,5,5,5,4,4,1,Current Employee ,2016
google,2,1,2,1,2,2,1,Current Employee ,2016
google,5,5,5,5,5,5,1,Current Employee ,2016
google,5,5,5,4,5,4,3,Current Employee ,2015
google,5,1,1,1,1,1,0,Former Employee ,2016
google,5,5,5,3,4,3,1,Current Employee ,2016
google,3,4,3,4,4,3,1,Current Employee ,2016
google,4,5,5,4,3,2,0,Current Employee ,2016
google,2,2,3,2,5,1,0,Current Employee ,2016
google,4,5,5,3,2,5,0,Former Employee ,2016
google,5,5,5,5,5,5,0,Former Employee ,2016
google,5,3,5,4,5,4,2,Current Employee ,2015
google,5,5,5,4,5,4,1,Current Employee ,2015
google,5,4,5,4,5,4,1,Former Employee ,2015
google,4,5,4,4,4,2,1,Current Employee ,2016
google,4,5,4,4,4,4,0,Current Employee ,2016
google,4,2,5,4,5,3,0,Former Employee ,2016
google,5,5,5,5,5,4,2,Current Employee ,2015
google,3,3,5,5,4,4,1,Current Employee ,2016
google,4,4,4,4,5,4,0,Current Employee ,2016
google,4,4,3,4,3,2,0,Current Employee ,2016
google,4,4,4,4,4,4,0,Former Employee ,2016
google,4,3,5,4,5,4,0,Former Employee ,2016
google,4,2,4,3,3,4,0,Current Employee ,2016
google,4,5,1,1,5,1,1,Current Employee ,2016
google,4,3,4,4,5,4,1,Former Employee ,2016
google,5,5,5,3,5,4,0,Former Employee ,2015
google,5,4,4,4,4,3,0,Former Employee ,2015
google,4,4,4,4,4,4,0,Former Employee ,2016
google,4,3,5,5,5,5,0,Current Employee ,2016
google,4,5,4,5,5,4,1,Current Employee ,2016
google,4,1,5,2,1,1,1,Current Employee ,2016
google,5,5,5,5,5,3,12,Current Employee ,2015
google,5,5,5,5,4,4,2,Current Employee ,2015
google,2,3,3,1,1,3,0,Current Employee ,2016
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,3,3,4,5,4,0,Former Employee ,2016
google,4,3,5,4,5,4,0,Current Employee ,2016
google,5,1,5,5,5,5,2,Former Employee ,2015
google,5,5,5,5,5,5,1,Current Employee ,2015
google,5,5,5,5,5,5,2,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,3,5,4,5,5,0,Current Employee ,2015
google,3,4,4,3,4,4,1,Current Employee ,2015
google,5,5,5,5,5,5,3,Current Employee ,2015
google,4,5,3,4,5,4,1,Current Employee ,2015
google,5,4,5,3,5,5,6,Former Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,4,5,4,5,4,3,0,Current Employee ,2015
google,2,2,3,2,2,3,0,Former Employee ,2015
google,5,5,5,5,5,4,1,Current Employee ,2015
google,5,4,4,4,4,4,0,Current Employee ,2015
google,5,4,5,5,5,4,0,Current Employee ,2015
google,4,4,4,4,5,3,0,Former Employee ,2015
google,4,5,3,3,5,4,2,Current Employee ,2015
google,3,4,3,2,4,2,10,Current Employee ,2015
google,5,4,4,5,5,4,0,Current Employee ,2015
google,2,2,1,1,4,1,10,Former Employee ,2015
google,4,4,5,4,5,3,1,Former Employee ,2015
google,2,3,3,3,3,3,1,Former Employee ,2015
google,4,5,3,3,5,4,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,4,5,4,1,Former Employee ,2015
google,5,5,4,4,5,4,1,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,5,3,3,3,4,0,Former Employee ,2015
google,3,5,3,2,5,1,4,Former Employee ,2015
google,4,5,4,4,5,3,0,Former Employee ,2015
google,4,2,4,3,4,3,0,Current Employee ,2015
google,4,5,5,4,4,5,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,5,4,4,2,Former Employee ,2015
google,4,4,5,4,5,3,1,Current Employee ,2015
google,4,5,4,5,3,3,0,Current Employee ,2015
google,4,4,5,4,5,3,0,Current Employee ,2015
google,2,2,3,4,4,3,3,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,3,5,4,4,5,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,5,5,5,2,Current Employee ,2015
google,4,5,5,5,5,4,0,Current Employee ,2015
google,4,5,4,4,5,4,0,Former Employee ,2015
google,5,2,4,4,5,3,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,2,5,4,4,4,0,Former Employee ,2015
google,5,2,3,5,5,4,2,Former Employee ,2015
google,5,5,5,4,4,4,3,Current Employee ,2015
google,5,5,5,4,5,5,0,Former Employee ,2015
google,5,5,5,4,4,5,0,Current Employee ,2015
google,4,5,4,3,3,2,0,Former Employee ,2015
google,5,5,5,5,1,5,0,Current Employee ,2015
google,3,2,3,4,4,2,4,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,4,4,4,5,5,4,7,Current Employee ,2015
google,5,5,5,4,5,5,0,Former Employee ,2015
google,5,5,5,5,5,5,1,Current Employee ,2015
google,3,1,3,1,2,4,2,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,4,5,4,3,5,0,Current Employee ,2015
google,5,2,5,5,5,4,3,Former Employee ,2015
google,2,3,2,2,2,1,6,Current Employee ,2015
google,4,5,4,4,5,3,1,Former Employee ,2015
google,4,5,4,4,5,4,0,Current Employee ,2015
google,5,4,5,4,3,4,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,4,5,5,5,4,0,Current Employee ,2015
google,4,3,5,2,5,2,0,Current Employee ,2015
google,5,3,4,5,4,4,2,Former Employee ,2015
google,5,3,5,4,5,4,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,4,5,4,5,5,1,Former Employee ,2015
google,3,4,4,4,3,3,23,Former Employee ,2015
google,3,5,5,3,3,3,1,Former Employee ,2015
google,4,5,5,3,4,4,0,Current Employee ,2015
google,5,4,5,5,5,4,2,Current Employee ,2015
google,4,4,3,3,5,3,0,Current Employee ,2015
google,4,4,5,3,5,3,0,Former Employee ,2015
google,5,4,5,5,5,4,0,Former Employee ,2015
google,4,4,4,1,1,1,0,Current Employee ,2015
google,5,5,5,5,4,4,1,Former Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,3,5,5,5,5,0,Current Employee ,2015
google,4,4,4,4,5,3,2,Current Employee ,2015
google,4,2,3,4,4,4,2,Current Employee ,2015
google,5,4,5,4,5,5,0,Current Employee ,2015
google,5,3,4,4,3,4,0,Current Employee ,2015
google,5,5,5,3,4,5,0,Current Employee ,2015
google,4,3,5,3,4,4,0,Former Employee ,2015
google,4,4,4,4,4,4,0,Current Employee ,2015
google,5,5,5,3,4,4,4,Current Employee ,2015
google,5,4,4,4,4,4,0,Former Employee ,2015
google,5,5,5,5,5,5,2,Current Employee ,2015
google,5,3,4,4,5,4,2,Current Employee ,2015
google,5,5,4,3,4,3,0,Former Employee ,2015
google,5,5,5,5,5,4,0,Current Employee ,2015
google,5,1,3,4,4,2,2,Current Employee ,2015
google,2,2,2,2,5,1,12,Current Employee ,2015
google,2,1,2,2,5,2,7,Former Employee ,2015
google,4,5,5,3,5,4,4,Current Employee ,2015
google,5,5,4,5,5,5,1,Current Employee ,2015
google,5,5,5,5,5,4,1,Current Employee ,2015
google,5,5,4,5,5,3,0,Current Employee ,2015
google,3,2,3,4,4,3,1,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,4,3,5,3,4,3,0,Current Employee ,2015
google,5,5,4,4,5,3,1,Current Employee ,2015
google,5,5,4,5,5,4,0,Current Employee ,2015
google,4,4,4,5,3,4,1,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,5,5,5,5,Current Employee ,2015
google,5,5,5,5,5,5,3,Former Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,1,1,1,1,5,1,25,Former Employee ,2015
google,5,5,5,5,5,4,1,Former Employee ,2015
google,5,5,5,3,5,4,0,Former Employee ,2015
google,5,3,5,4,5,5,8,Current Employee ,2015
google,4,4,4,2,4,5,1,Former Employee ,2015
google,5,4,4,3,5,3,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,4,5,5,5,5,0,Current Employee ,2015
google,5,4,4,5,5,4,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,4,4,4,5,2,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,4,4,4,4,4,0,Current Employee ,2015
google,5,4,5,5,5,4,0,Current Employee ,2015
google,5,5,5,4,5,4,0,Former Employee ,2015
google,3,2,4,3,5,5,3,Former Employee ,2015
google,5,4,5,5,5,4,0,Current Employee ,2015
google,4,4,5,4,5,4,0,Former Employee ,2015
google,5,4,5,5,5,4,3,Former Employee ,2015
google,5,4,5,5,5,5,0,Former Employee ,2015
google,3,4,5,4,5,3,1,Former Employee ,2015
google,5,4,5,3,5,5,0,Current Employee ,2015
google,5,4,5,4,5,4,0,Former Employee ,2015
google,5,5,4,5,5,4,0,Current Employee ,2015
google,5,5,5,5,5,3,0,Current Employee ,2015
google,4,3,4,2,5,2,1,Former Employee ,2015
google,5,4,5,5,5,4,1,Former Employee ,2015
google,5,4,5,5,5,5,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,2,5,4,5,4,1,Current Employee ,2015
google,5,4,5,4,5,4,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,5,5,3,5,5,0,Former Employee ,2015
google,4,4,4,4,4,4,1,Current Employee ,2015
google,5,2,5,5,3,5,1,Current Employee ,2015
google,4,3,5,5,5,5,2,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,4,5,4,5,4,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,3,3,3,3,3,3,1,Former Employee ,2015
google,3,4,4,1,5,3,1,Current Employee ,2015
google,5,4,4,5,2,4,0,Current Employee ,2015
google,3,2,3,4,5,3,0,Former Employee ,2015
google,3,5,3,4,4,3,0,Current Employee ,2015
google,4,4,4,5,5,4,0,Former Employee ,2015
google,4,4,5,3,3,3,1,Former Employee ,2015
google,4,5,5,4,3,4,1,Former Employee ,2015
google,5,4,5,4,5,5,0,Former Employee ,2015
google,5,5,5,4,5,5,1,Former Employee ,2015
google,1,1,1,1,1,1,2,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,4,5,5,4,5,Former Employee ,2015
google,5,5,5,5,5,5,2,Current Employee ,2015
google,4,5,5,5,4,4,0,Former Employee ,2015
google,4,5,5,4,4,4,0,Former Employee ,2015
google,4,4,5,3,4,4,1,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,4,3,2,3,3,2,Current Employee ,2015
google,4,4,3,4,4,3,0,Current Employee ,2015
google,5,3,5,4,5,5,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,4,5,5,5,4,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,2,4,4,5,4,0,Former Employee ,2015
google,4,4,5,3,5,3,3,Former Employee ,2015
google,4,5,5,3,4,4,1,Former Employee ,2015
google,3,4,4,2,5,2,2,Former Employee ,2015
google,5,4,4,4,4,4,0,Current Employee ,2015
google,4,3,4,3,5,3,1,Current Employee ,2015
google,5,5,5,5,5,4,3,Current Employee ,2015
google,5,5,5,4,5,5,1,Former Employee ,2015
google,4,5,5,5,5,5,0,Former Employee ,2015
google,4,3,3,4,5,4,1,Current Employee ,2015
google,5,4,5,5,5,5,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,5,5,3,2,5,0,Former Employee ,2015
google,5,3,5,4,5,4,1,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,4,5,4,5,5,0,Current Employee ,2015
google,4,5,5,5,5,5,0,Former Employee ,2015
google,4,4,4,5,4,4,0,Current Employee ,2015
google,4,3,3,3,5,3,4,Former Employee ,2015
google,5,4,4,5,5,4,1,Former Employee ,2015
google,5,5,5,4,5,5,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,4,4,4,4,4,0,Former Employee ,2015
google,5,5,5,4,4,4,0,Current Employee ,2015
google,4,4,5,3,5,3,0,Current Employee ,2015
google,4,5,5,3,4,5,0,Former Employee ,2015
google,5,5,5,5,5,5,5,Current Employee ,2015
google,5,4,5,5,5,4,1,Current Employee ,2015
google,5,4,5,5,5,5,0,Former Employee ,2015
google,4,4,4,4,4,4,0,Current Employee ,2015
google,3,2,2,3,3,3,2,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,3,5,2,4,2,0,Current Employee ,2015
google,5,5,5,5,5,5,2,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,2,4,4,5,4,2,Former Employee ,2015
google,5,5,5,4,4,5,3,Current Employee ,2015
google,4,1,1,1,1,1,7,Current Employee ,2015
google,4,3,4,4,4,5,2,Current Employee ,2015
google,3,3,3,1,3,2,0,Former Employee ,2015
google,3,4,4,2,3,3,1,Current Employee ,2015
google,5,4,4,4,4,2,0,Former Employee ,2015
google,2,5,1,3,4,1,1,Current Employee ,2015
google,4,3,3,4,5,3,0,Former Employee ,2015
google,5,3,4,4,4,3,1,Current Employee ,2015
google,1,2,1,1,2,1,5,Former Employee ,2015
google,4,4,4,4,4,4,0,Current Employee ,2015
google,5,4,5,5,4,4,1,Current Employee ,2015
google,5,5,5,5,5,4,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,3,5,3,5,5,1,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,3,5,4,5,5,2,Current Employee ,2015
google,4,5,5,1,5,5,3,Current Employee ,2015
google,4,4,5,5,5,5,0,Former Employee ,2015
google,5,5,5,5,5,5,1,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,4,3,1,2,4,4,2,Current Employee ,2015
google,5,5,5,5,5,5,5,Current Employee ,2015
google,5,5,5,5,4,5,2,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,4,4,4,5,3,4,1,Former Employee ,2015
google,3,3,3,3,3,3,1,Current Employee ,2015
google,5,3,4,3,5,3,0,Current Employee ,2015
google,4,3,4,4,3,4,0,Current Employee ,2015
google,5,5,5,4,5,4,2,Current Employee ,2015
google,5,4,5,3,5,5,0,Current Employee ,2015
google,4,5,5,5,5,5,1,Former Employee ,2015
google,5,4,5,4,5,5,1,Former Employee ,2015
google,1,2,2,2,2,2,5,Former Employee ,2015
google,5,2,3,5,5,4,0,Former Employee ,2015
google,5,4,5,5,5,5,3,Former Employee ,2015
google,5,5,5,5,5,4,1,Current Employee ,2015
google,4,3,5,3,5,5,2,Current Employee ,2015
google,5,4,5,5,5,4,0,Current Employee ,2015
google,5,4,4,4,5,4,0,Current Employee ,2015
google,5,5,5,4,5,3,2,Former Employee ,2015
google,1,1,1,1,1,1,5,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,2,3,4,5,2,0,Current Employee ,2015
google,4,5,5,4,5,4,1,Former Employee ,2015
google,5,4,4,5,5,4,3,Current Employee ,2015
google,5,5,5,3,5,4,0,Current Employee ,2015
google,4,4,3,2,4,3,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,3,5,5,5,5,0,Former Employee ,2015
google,5,4,5,5,5,5,1,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,3,5,4,5,4,0,Current Employee ,2015
google,3,4,5,1,5,3,9,Current Employee ,2015
google,5,4,3,2,4,3,1,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,4,5,5,5,5,0,Former Employee ,2015
google,5,4,5,5,5,5,0,Former Employee ,2015
google,5,4,4,4,4,4,2,Former Employee ,2015
google,3,3,3,3,3,3,0,Current Employee ,2015
google,5,4,5,5,5,5,0,Current Employee ,2015
google,4,3,4,4,5,3,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,4,5,5,5,5,0,Current Employee ,2015
google,4,5,5,3,5,4,0,Former Employee ,2015
google,5,4,5,5,5,5,27,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,2,5,5,0,Former Employee ,2015
google,5,5,5,4,5,5,0,Former Employee ,2015
google,5,3,5,5,4,4,0,Current Employee ,2015
google,2,5,3,2,5,3,6,Former Employee ,2015
google,5,5,4,5,5,5,0,Current Employee ,2015
google,2,3,1,1,2,1,1,Former Employee ,2015
google,2,2,2,2,2,2,3,Former Employee ,2015
google,3,4,2,3,5,2,1,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,2,5,3,2,5,3,3,Current Employee ,2015
google,4,2,5,5,5,4,2,Current Employee ,2015
google,4,3,5,4,4,4,2,Current Employee ,2015
google,1,3,1,1,2,1,10,Current Employee ,2015
google,3,2,1,3,2,1,0,Current Employee ,2015
google,5,5,5,4,4,3,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,4,5,5,4,5,3,1,Current Employee ,2015
google,5,5,5,5,5,4,1,Current Employee ,2015
google,5,4,5,5,5,4,2,Current Employee ,2015
google,3,3,2,2,3,2,0,Former Employee ,2015
google,5,3,5,5,5,5,3,Current Employee ,2015
google,5,4,5,4,5,4,0,Former Employee ,2015
google,5,2,5,4,5,4,0,Current Employee ,2015
google,5,5,5,3,5,4,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,5,5,4,2,Former Employee ,2015
google,4,4,4,3,5,3,1,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,4,4,5,4,0,Current Employee ,2015
google,5,4,4,5,5,4,0,Former Employee ,2015
google,5,4,4,4,4,4,0,Current Employee ,2015
google,5,5,5,4,4,4,0,Current Employee ,2015
google,5,4,5,5,5,4,0,Former Employee ,2015
google,5,5,5,4,5,5,0,Current Employee ,2015
google,2,2,1,1,1,1,1,Current Employee ,2015
google,4,5,4,3,4,4,0,Current Employee ,2015
google,3,3,3,3,5,3,1,Former Employee ,2015
google,4,4,4,4,4,4,0,Former Employee ,2015
google,3,3,3,5,5,3,0,Current Employee ,2015
google,4,3,5,5,3,5,0,Current Employee ,2015
google,5,4,4,3,5,4,1,Former Employee ,2015
google,3,3,5,4,2,4,0,Current Employee ,2015
google,5,4,5,4,5,5,3,Current Employee ,2015
google,5,4,5,4,5,4,0,Current Employee ,2015
google,4,5,5,4,4,3,1,Current Employee ,2015
google,4,5,4,4,5,3,5,Former Employee ,2015
google,2,1,1,2,5,3,0,Current Employee ,2015
google,5,3,4,3,4,4,4,Current Employee ,2015
google,5,2,3,3,3,3,0,Current Employee ,2015
google,5,5,5,4,5,5,0,Former Employee ,2015
google,4,3,5,4,5,3,0,Former Employee ,2015
google,3,3,5,2,3,1,2,Current Employee ,2015
google,5,1,5,5,5,3,6,Former Employee ,2015
google,5,4,5,5,4,5,0,Former Employee ,2015
google,5,4,5,3,5,4,0,Current Employee ,2015
google,1,1,1,1,1,1,6,Current Employee ,2015
google,5,5,5,4,5,5,1,Current Employee ,2015
google,3,5,5,1,5,5,0,Former Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,5,5,5,5,5,0,Current Employee ,2015
google,5,2,4,4,5,4,7,Current Employee ,2015
google,5,5,5,5,5,5,0,Former Employee ,2015
google,5,3,5,4,5,5,0,Current Employee ,2015
google,4,3,4,5,5,5,0,Current Employee ,2015
google,4,4,4,3,4,3,0,Current Employee ,2015
